Time,,OriNet_Q0,OriNet_Q1,OriNet_Q2,OriNet_Q3,,GT_Q0,GT_Q1,GT_Q2,GT_Q3
1.40371588899906E+018,,0.0511912044,0.8281674261,-0.0502274172,0.556035382,,0.05099,0.828146,-0.05094,0.555859
1.40371588900406E+018,,0.0511938296,0.8281691218,-0.0502201946,0.5560347296,,0.05099,0.828149,-0.05094,0.555855
1.40371588900906E+018,,0.0511935465,0.8281707811,-0.0502108846,0.5560344471,,0.050985,0.828151,-0.050938,0.555852
1.40371588901406E+018,,0.0511970329,0.8281732847,-0.0502006792,0.5560328457,,0.050987,0.828155,-0.050935,0.555847
1.40371588901906E+018,,0.0512015598,0.8281761991,-0.0501912748,0.5560305648,,0.05099,0.828158,-0.050933,0.555841
1.40371588902406E+018,,0.0512030256,0.8281790997,-0.0501845363,0.5560283535,,0.050988,0.828162,-0.050935,0.555836
1.40371588902906E+018,,0.0512032297,0.828182053,-0.0501775083,0.5560260699,,0.051005,0.828147,-0.050918,0.555858
1.40371588903406E+018,,0.0512044267,0.8281862724,-0.0501707231,0.5560218661,,0.051003,0.828152,-0.050918,0.555851
1.40371588903906E+018,,0.0512064673,0.8281897624,-0.0501666028,0.5560185397,,0.051003,0.828156,-0.050922,0.555844
1.40371588904406E+018,,0.0512088163,0.8281904387,-0.0501630181,0.5560190726,,0.051002,0.828157,-0.050926,0.555842
1.40371588904906E+018,,0.0512123336,0.828191807,-0.0501578646,0.5560186377,,0.051003,0.82816,-0.050928,0.555838
1.40371588905406E+018,,0.0512145954,0.8281927854,-0.0501513759,0.5560188891,,0.051003,0.828162,-0.050929,0.555835
1.40371588905906E+018,,0.0512140299,0.8281939722,-0.0501455126,0.5560190643,,0.050999,0.828164,-0.05093,0.555833
1.40371588906406E+018,,0.0512135231,0.8281977296,-0.0501408757,0.5560155372,,0.050996,0.828169,-0.050933,0.555825
1.40371588906906E+018,,0.0512129193,0.8282012409,-0.0501374379,0.5560122076,,0.050993,0.828173,-0.050938,0.555819
1.40371588907406E+018,,0.0512142615,0.8282059715,-0.0501324684,0.556007065,,0.050992,0.828177,-0.050941,0.555812
1.40371588907906E+018,,0.0512175568,0.828212312,-0.0501251113,0.5559996685,,0.051013,0.828167,-0.050922,0.555828
1.40371588908406E+018,,0.0512196119,0.8282163139,-0.0501188645,0.5559956738,,0.051012,0.828172,-0.050924,0.55582
1.40371588908906E+018,,0.0512203039,0.8282173862,-0.0501133765,0.5559958292,,0.05101,0.828173,-0.050926,0.555818
1.40371588909406E+018,,0.0512187458,0.8282196227,-0.0501092404,0.5559943736,,0.051006,0.828176,-0.050929,0.555814
1.40371588909906E+018,,0.0512169196,0.8282254814,-0.0501051585,0.5559878856,,0.051001,0.828183,-0.050933,0.555803
1.40371588910406E+018,,0.0512172897,0.8282307902,-0.0500995532,0.5559820681,,0.050999,0.828189,-0.050934,0.555794
1.40371588910906E+018,,0.0512190224,0.8282342707,-0.0500941138,0.5559787697,,0.050999,0.828193,-0.050937,0.555788
1.40371588911406E+018,,0.0512215714,0.8282372148,-0.0500872781,0.5559761798,,0.050998,0.828197,-0.050938,0.555782
1.40371588911906E+018,,0.0512269296,0.8282392004,-0.0500803799,0.5559746258,,0.051,0.8282,-0.050937,0.555778
1.40371588912406E+018,,0.0512314418,0.8282437052,-0.0500756298,0.5559695883,,0.051003,0.828205,-0.05094,0.55577
1.40371588912906E+018,,0.0512324542,0.8282495952,-0.050071694,0.5559627944,,0.051021,0.828192,-0.050927,0.555788
1.40371588913406E+018,,0.0512332534,0.8282534646,-0.0500676486,0.5559589252,,0.05102,0.828196,-0.05093,0.555782
1.40371588913906E+018,,0.0512323217,0.8282573396,-0.0500619587,0.5559553593,,0.051017,0.828201,-0.050933,0.555776
1.40371588914406E+018,,0.0512302995,0.8282605936,-0.0500541299,0.555952894,,0.051011,0.828205,-0.050931,0.55577
1.40371588914906E+018,,0.0512288784,0.8282614213,-0.0500474146,0.5559538472,,0.051007,0.828207,-0.050932,0.555768
1.40371588915406E+018,,0.0512295909,0.8282611605,-0.0500427044,0.5559561158,,0.051005,0.828207,-0.050935,0.555767
1.40371588915906E+018,,0.0512299979,0.8282603627,-0.0500390235,0.5559590468,,0.051003,0.828207,-0.050939,0.555767
1.40371588916406E+018,,0.0512305724,0.8282608681,-0.0500356802,0.5559601481,,0.051001,0.828208,-0.050944,0.555765
1.40371588916906E+018,,0.0512301178,0.8282622732,-0.0500294196,0.5559602252,,0.050997,0.82821,-0.050945,0.555762
1.40371588917406E+018,,0.0512294747,0.8282631847,-0.0500224369,0.555961106,,0.050993,0.828212,-0.050944,0.55576
1.40371588917906E+018,,0.0512310588,0.8282617007,-0.0500182935,0.555965051,,0.051016,0.828191,-0.050929,0.555791
1.40371588918406E+018,,0.0512320711,0.828259611,-0.0500164041,0.5559696312,,0.051015,0.828189,-0.050936,0.555793
1.40371588918906E+018,,0.0512330834,0.8282609741,-0.0500122792,0.5559692682,,0.051012,0.828191,-0.05094,0.555789
1.40371588919406E+018,,0.0512374123,0.8282653359,-0.0500053091,0.5559644998,,0.051013,0.828197,-0.05094,0.555782
1.40371588919906E+018,,0.0512441244,0.8282713877,-0.0499968938,0.555957314,,0.051018,0.828203,-0.050937,0.555772
1.40371588920406E+018,,0.0512484763,0.8282773881,-0.0499927139,0.5559501717,,0.051019,0.82821,-0.05094,0.555761
1.40371588920906E+018,,0.0512512031,0.8282815348,-0.0499928917,0.5559455274,,0.05102,0.828214,-0.05095,0.555753
1.40371588921406E+018,,0.0512510933,0.8282849195,-0.0499909102,0.5559421152,,0.051018,0.828218,-0.050956,0.555747
1.40371588921906E+018,,0.0512491827,0.8282904857,-0.0499835478,0.5559360464,,0.051012,0.828225,-0.050955,0.555738
1.40371588922406E+018,,0.0512510395,0.8282957775,-0.049974074,0.5559303013,,0.051012,0.828232,-0.050952,0.555728
1.40371588922906E+018,,0.0512560493,0.8282979853,-0.0499673124,0.5559286388,,0.051038,0.828215,-0.050934,0.555753
1.40371588923406E+018,,0.0512629477,0.8282991823,-0.0499624473,0.5559279814,,0.051041,0.828216,-0.050937,0.55575
1.40371588923906E+018,,0.0512707901,0.8283044092,-0.0499577212,0.5559215916,,0.051047,0.828222,-0.050939,0.55574
1.40371588924406E+018,,0.0512734757,0.8283120485,-0.0499521967,0.5559123543,,0.051047,0.828231,-0.050942,0.555727
1.40371588924906E+018,,0.0512722626,0.8283152171,-0.0499457978,0.5559098708,,0.051042,0.828235,-0.050943,0.555722
1.40371588925406E+018,,0.0512705206,0.828314008,-0.0499393151,0.5559136398,,0.051039,0.828234,-0.050944,0.555723
1.40371588925906E+018,,0.0512651955,0.8283139946,-0.0499341814,0.5559159146,,0.051031,0.828235,-0.050946,0.555722
1.40371588926406E+018,,0.0512596948,0.8283161884,-0.0499297544,0.5559149857,,0.051022,0.828239,-0.050949,0.555717
1.40371588926906E+018,,0.0512588239,0.8283176244,-0.0499269486,0.5559146391,,0.051019,0.828241,-0.050953,0.555714
1.40371588927406E+018,,0.0512622368,0.8283200178,-0.0499257274,0.5559124847,,0.051019,0.828243,-0.05096,0.55571
1.40371588927906E+018,,0.0512681843,0.8283248741,-0.0499216443,0.5559068219,,0.051048,0.828228,-0.050943,0.555731
1.40371588928406E+018,,0.0512725759,0.8283290244,-0.049911383,0.5559026029,,0.051049,0.828233,-0.05094,0.555724
1.40371588928906E+018,,0.0512741457,0.8283327299,-0.0498974437,0.5558995495,,0.051047,0.828238,-0.050933,0.555718
1.40371588929406E+018,,0.0512762521,0.8283362139,-0.0498828677,0.5558969058,,0.051046,0.828242,-0.050926,0.555712
1.40371588929906E+018,,0.0512775933,0.828338735,-0.049871795,0.5558955343,,0.051045,0.828245,-0.050923,0.555708
1.40371588930406E+018,,0.0512770408,0.8283436573,-0.0498632912,0.5558908394,,0.051043,0.828251,-0.050922,0.555699
1.40371588930906E+018,,0.0512722994,0.8283476714,-0.0498563866,0.5558875685,,0.051035,0.828256,-0.050922,0.555692
1.40371588931406E+018,,0.0512667231,0.8283485708,-0.0498515207,0.5558886384,,0.051026,0.828257,-0.050926,0.555691
1.40371588931906E+018,,0.0512673192,0.8283493142,-0.0498450781,0.5558894319,,0.051024,0.828258,-0.050927,0.55569
1.40371588932406E+018,,0.0512699585,0.828352991,-0.049836397,0.5558861153,,0.051025,0.828263,-0.050925,0.555683
1.40371588932906E+018,,0.051268262,0.8283557789,-0.0498294625,0.5558842897,,0.051043,0.828244,-0.050904,0.555711
1.40371588933406E+018,,0.0512665332,0.8283554742,-0.0498285243,0.5558865943,,0.051038,0.828244,-0.050912,0.555711
1.40371588933906E+018,,0.0512672487,0.8283541779,-0.0498290169,0.5558899652,,0.051038,0.828244,-0.050919,0.555711
1.40371588934406E+018,,0.0512658724,0.8283519051,-0.0498288695,0.5558947612,,0.051033,0.828242,-0.050926,0.555713
1.40371588934906E+018,,0.0512634986,0.8283507999,-0.0498267491,0.5558981353,,0.051028,0.828242,-0.050931,0.555714
1.40371588935406E+018,,0.0512613562,0.8283539175,-0.0498208032,0.555895816,,0.051024,0.828246,-0.050932,0.555708
1.40371588935906E+018,,0.0512579436,0.8283593204,-0.0498133856,0.5558904991,,0.051018,0.828252,-0.050933,0.555699
1.40371588936406E+018,,0.0512540405,0.8283652656,-0.0498044344,0.5558846154,,0.051011,0.828258,-0.050933,0.55569
1.40371588936906E+018,,0.0512545809,0.8283711048,-0.0497928187,0.5558785794,,0.051009,0.828265,-0.050928,0.555681
1.40371588937406E+018,,0.0512596489,0.8283766856,-0.0497803534,0.5558726181,,0.051012,0.828271,-0.050922,0.555672
1.40371588937906E+018,,0.0512645922,0.828380714,-0.0497702441,0.555868668,,0.051042,0.828253,-0.050896,0.555698
1.40371588938406E+018,,0.0512704511,0.8283833878,-0.0497650623,0.5558663689,,0.051044,0.828257,-0.050899,0.555693
1.40371588938906E+018,,0.0512788232,0.8283838725,-0.0497618366,0.555866783,,0.051051,0.828258,-0.050904,0.55569
1.40371588939406E+018,,0.0512865504,0.8283830125,-0.049756525,0.555869225,,0.051056,0.828258,-0.050905,0.55569
1.40371588939906E+018,,0.0512919744,0.8283836385,-0.0497506237,0.5558698061,,0.051058,0.828259,-0.050906,0.555687
1.40371588940406E+018,,0.0512937352,0.8283855859,-0.0497459304,0.5558688865,,0.051057,0.828262,-0.050909,0.555682
1.40371588940906E+018,,0.0512950266,0.8283859729,-0.0497417452,0.555870025,,0.051056,0.828263,-0.050913,0.555681
1.40371588941406E+018,,0.0512975943,0.8283864863,-0.0497372542,0.5558708276,,0.051056,0.828264,-0.050917,0.55568
1.40371588941906E+018,,0.0513017921,0.8283914222,-0.0497314564,0.5558652693,,0.051058,0.82827,-0.050918,0.55567
1.40371588942406E+018,,0.0513035136,0.8283963086,-0.0497275003,0.5558598932,,0.051057,0.828276,-0.050921,0.555662
1.40371588942906E+018,,0.0513005455,0.8283979792,-0.0497289996,0.5558591235,,0.051079,0.828254,-0.050909,0.555692
1.40371588943406E+018,,0.0512976845,0.8283981382,-0.04973254,0.5558602683,,0.051074,0.828255,-0.05092,0.55569
1.40371588943906E+018,,0.0512948111,0.8283985504,-0.0497353626,0.5558609424,,0.051069,0.828256,-0.050929,0.555688
1.40371588944406E+018,,0.051289984,0.8284023785,-0.0497378745,0.5558570748,,0.051061,0.828261,-0.05094,0.555681
1.40371588944906E+018,,0.0512869557,0.8284080261,-0.0497377076,0.5558507654,,0.051055,0.828267,-0.050948,0.555672
1.40371588945406E+018,,0.0512875008,0.8284118327,-0.0497336731,0.5558471702,,0.051053,0.828271,-0.05095,0.555665
1.40371588945906E+018,,0.0512875536,0.8284117701,-0.0497290699,0.5558491614,,0.05105,0.828273,-0.050953,0.555664
1.40371588946406E+018,,0.0512867739,0.8284086261,-0.0497248973,0.5558555444,,0.051046,0.82827,-0.050957,0.555667
1.40371588946906E+018,,0.0512878132,0.8284067542,-0.0497204567,0.5558599448,,0.051044,0.828269,-0.05096,0.555669
1.40371588947406E+018,,0.0512915108,0.8284085975,-0.0497142938,0.5558590666,,0.051046,0.828272,-0.050961,0.555664
1.40371588947906E+018,,0.0512947285,0.8284101435,-0.0497067639,0.5558586813,,0.051077,0.828251,-0.050936,0.555695
1.40371588948406E+018,,0.0512953917,0.828410823,-0.0497009974,0.5558596302,,0.051074,0.828252,-0.050938,0.555694
1.40371588948906E+018,,0.0512972822,0.8284131072,-0.0496975289,0.5558580762,,0.051073,0.828255,-0.050942,0.555689
